topic,from_perc,to_prec,change_perc,year
valismaale valjarande valjaranne,0.202,0.152,-24.508,2020 vs 2021
efsf esm kreekale,0.595,0.504,-15.195,2020 vs 2021
riigiabi komisjonilt loa,0.325,0.258,-20.703,2020 vs 2021
kandidaadi kandidaati kandidaat,0.123,0.082,-33.483,2020 vs 2021
kasvavad tuleval kasv,0.258,0.188,-27.285,2020 vs 2021
tulubaasi omavalitsustele omavalitsuste,0.46,0.364,-20.967,2020 vs 2021
vagivalla naistevastase perevagivalla,0.056,0.023,-58.189,2020 vs 2021
jaatmeid liigiti prugi,0.292,0.211,-27.635,2020 vs 2021
kandidaati kandidaat valituks,0.18,0.117,-34.67,2020 vs 2021
elamisluba elamisloa viisa,0.539,0.411,-23.782,2020 vs 2021
noukogudesse ariuhingute noukogudes,0.281,0.188,-33.102,2020 vs 2021
kirik kiriku maarja,0.101,0.047,-53.543,2020 vs 2021
maksuamet tolliamet tolliameti,0.325,0.223,-31.516,2020 vs 2021
rahvahaaletuse rahvahaaletus rahvahaaletusel,1.178,0.974,-17.374,2020 vs 2021
metsa metsade mets,1.549,1.314,-15.166,2020 vs 2021
kala kalurid kalurite,0.202,0.117,-41.929,2020 vs 2021
koneleja konsensuslikud repliigi,0.09,0.035,-60.802,2020 vs 2021
pealinnast tallinnast viljandisse,0.292,0.188,-35.675,2020 vs 2021
riigipalgaliste riigisektoris koondada,0.337,0.223,-33.799,2020 vs 2021
post posti omniva,0.056,0.012,-79.095,2020 vs 2021
koolituse koolitus koolitusele,0.112,0.047,-58.189,2020 vs 2021
untso missioonide liikmesusest,0.314,0.199,-36.537,2020 vs 2021
riigiloivude riigiloivud riigiloivu,0.18,0.094,-47.736,2020 vs 2021
tooandja tooandjal tootaja,0.404,0.27,-33.219,2020 vs 2021
haiguspaevade haiguspaevi haiguspaeva,1.291,1.044,-19.105,2020 vs 2021
ootuse oigusparase oiguskindluse,0.135,0.059,-56.447,2020 vs 2021
kaasne lisakulutusi riigieelarvele,0.202,0.106,-47.736,2020 vs 2021
riigikontrolli auditi auditit,0.236,0.129,-45.248,2020 vs 2021
volitust kaasuses jarvik,0.157,0.07,-55.203,2020 vs 2021
pensionitous pensionitousu pension,0.707,0.504,-28.656,2020 vs 2021
erimargistatud kutust kutuse,0.213,0.106,-50.487,2020 vs 2021
tooandja tervisesse maksuvabalt,0.168,0.07,-58.189,2020 vs 2021
teenuseid teenused teenust,0.168,0.07,-58.189,2020 vs 2021
leping ratifitseerida lepinguga,0.438,0.27,-38.356,2020 vs 2021
tulumaksuvaba maksususteemi tulumaksu,0.64,0.434,-32.149,2020 vs 2021
majandusaasta koondaruanne raamatupidamise,0.37,0.211,-42.985,2020 vs 2021
liibanonis missioonil pikendamine,0.325,0.176,-45.934,2020 vs 2021
riigireformi riigireformist riigireform,0.281,0.141,-49.827,2020 vs 2021
mes maale maaelu,0.281,0.141,-49.827,2020 vs 2021
pohiseadusega riigikohus oiguskantsler,0.976,0.704,-27.912,2020 vs 2021
lasteaia lasteaias lasteaiakoha,0.572,0.364,-36.464,2020 vs 2021
volakirjade keskpank volakirju,0.471,0.282,-40.27,2020 vs 2021
sularaha kommertspangad pangad,0.112,0.023,-79.095,2020 vs 2021
danske filiaali rahapesu,0.382,0.211,-44.662,2020 vs 2021
laari laar kandidatuuri,0.101,0.012,-88.386,2020 vs 2021
relva relvade relvaluba,0.123,0.023,-80.995,2020 vs 2021
lisaeelarve lisaeelarves lisaeelarvega,1.077,0.762,-29.226,2020 vs 2021
rahapesu terrorismi andmeburoo,0.236,0.094,-60.18,2020 vs 2021
oiglase virumaale ulemineku,0.931,0.633,-31.994,2020 vs 2021
estonian air airi,0.146,0.035,-75.878,2020 vs 2021
elatisraha elatisabi elatise,0.202,0.07,-65.158,2020 vs 2021
hanke hankija riigihangete,0.483,0.27,-44.09,2020 vs 2021
piima toorpiima toodangut,0.325,0.152,-53.143,2020 vs 2021
korteriuhistu korteriomanike korteriuhistute,0.191,0.059,-69.257,2020 vs 2021
puude raskusastme puuet,0.348,0.164,-52.794,2020 vs 2021
pensioni pension sammas,0.337,0.152,-54.705,2020 vs 2021
talupidajate kaubanduskoja kaubanduskoda,0.146,0.023,-83.919,2020 vs 2021
alkoholi kange lahja,0.797,0.493,-38.167,2020 vs 2021
ulikooliga kbfi instituudi,0.224,0.07,-68.642,2020 vs 2021
joustumine joustuma joustada,0.976,0.622,-36.322,2020 vs 2021
tulubaasi tasandusfondi tulumaksuosa,0.337,0.129,-61.673,2020 vs 2021
jarviku jarvik maaeluministri,1.257,0.833,-33.737,2020 vs 2021
maantee neljarealiseks ppp,0.561,0.282,-49.827,2020 vs 2021
soita jalakaija konniteel,0.976,0.598,-38.725,2020 vs 2021
kontroll kohaloleku registreeris,0.269,0.07,-73.868,2020 vs 2021
konkurss konkursi konkurssi,0.269,0.07,-73.868,2020 vs 2021
etv saateid pbk,0.718,0.375,-47.736,2020 vs 2021
eelarves riigieelarves reservist,1.661,1.126,-32.198,2020 vs 2021
kohanimenoukogu vonnu mulgi,0.224,0.023,-89.547,2020 vs 2021
abipolitseinik abipolitseiniku abipolitseinike,0.224,0.023,-89.547,2020 vs 2021
kohtutaiturite kohtutaitur kohtutaituri,0.359,0.117,-67.335,2020 vs 2021
eriarstide eriarstiabi eriarsti,0.887,0.469,-47.075,2020 vs 2021
riigipuha puhade tahtpaevade,0.314,0.035,-88.801,2020 vs 2021
hooldekodus hoolduse hooldekodu,0.853,0.399,-53.238,2020 vs 2021
abielu kooselu samasooliste,0.685,0.27,-60.588,2020 vs 2021
koosoleku elektrooniline koosolekut,0.415,0.082,-80.225,2020 vs 2021
keskkonnaameti uhendamine uhendamise,0.494,0.106,-78.619,2020 vs 2021
fie fuusilisest isikust,0.483,0.082,-82.984,2020 vs 2021
poolte kokkuleppel huvitise,0.505,0.094,-81.417,2020 vs 2021
ajakirjandus ajakirjanduse ajakirjandust,0.786,0.27,-65.655,2020 vs 2021
louis freeh kremli,0.729,0.199,-72.662,2020 vs 2021
korterelamute kortermajade kredexi,0.752,0.211,-71.918,2020 vs 2021
pensionifondide pensionifondid fondid,0.673,0.129,-80.837,2020 vs 2021
annetus erjk annetuse,1.223,0.422,-65.477,2020 vs 2021
tootuid tootute tootu,0.954,0.246,-74.176,2020 vs 2021
pollumeestele pollumehi pollumehed,0.842,0.07,-91.638,2020 vs 2021
hadaolukorda eriolukord eriolukorra,3.501,1.877,-46.396,2020 vs 2021
rail trassi balticu,1.268,0.282,-77.799,2020 vs 2021
apteeke apteegid apteekide,1.941,0.129,-93.354,2020 vs 2021
ulejaagis struktuurses struktuurse,2.278,0.516,-77.344,2020 vs 2021
samba sammas sambasse,2.817,0.164,-94.17,2020 vs 2021
krimmi agressiooni ukraina,0.997,5.46,447.62,2021 vs 2022
lng terminali gaasi,0.246,2.804,1038.233,2021 vs 2022
inflatsiooni inflatsioon hinnatous,0.27,2.546,843.535,2021 vs 2022
pagulasi pagulased pagulaste,0.27,2.066,665.768,2021 vs 2022
liitlaste ohutorje keskmaa,0.962,3.007,212.594,2021 vs 2022
lapsetoetust lapsetoetus lapsetoetuse,0.293,1.992,579.345,2021 vs 2022
annetused annetusi annetuste,0.141,1.162,725.593,2021 vs 2022
lasteaia lasteaias lasteaiakoha,0.364,1.439,295.676,2021 vs 2022
pensionitous pensionitousu pension,0.504,1.605,218.169,2021 vs 2022
eriarstide eriarstiabi eriarsti,0.469,1.347,186.992,2021 vs 2022
korterid kortereid korterit,0.152,0.83,444.347,2021 vs 2022
koolis kooli opilased,3.038,4.612,51.791,2021 vs 2022
erimargistatud kutust kutuse,0.106,0.701,563.969,2021 vs 2022
koolilouna koolitoidu koolitoit,0.047,0.59,1158.047,2021 vs 2022
kala kalurid kalurite,0.117,0.535,356.042,2021 vs 2022
tulumaksuvaba maksususteemi tulumaksu,0.434,0.996,129.509,2021 vs 2022
kodualuse maamaksu maamaksust,0.152,0.553,262.898,2021 vs 2022
tooandja tooandjal tootaja,0.27,0.719,166.651,2021 vs 2022
hanke hankija riigihangete,0.27,0.719,166.651,2021 vs 2022
pollumeestele pollumehi pollumehed,0.07,0.406,476.605,2021 vs 2022
palgalohe soolist meeste,0.317,0.738,132.972,2021 vs 2022
korterelamute kortermajade kredexi,0.211,0.572,170.83,2021 vs 2022
uliopilased uliopilastele uliopilaste,1.056,1.679,59.003,2021 vs 2022
vabatahtlike komandode paasteameti,0.399,0.812,103.508,2021 vs 2022
moisteid moiste moisted,0.411,0.812,97.693,2021 vs 2022
raamatukogu pimedate raamatukogude,0.129,0.387,200.216,2021 vs 2022
keeleoskust oskuse keeleoskuse,0.047,0.258,450.395,2021 vs 2022
riigipuha puhade tahtpaevade,0.035,0.24,581.442,2021 vs 2022
kaibemaksu kaibemaks kaibemaksumaara,0.211,0.498,135.884,2021 vs 2022
vee monopolide veeteenuse,0.047,0.24,411.082,2021 vs 2022
relva relvade relvaluba,0.023,0.203,764.907,2021 vs 2022
tulubaasi omavalitsustele omavalitsuste,0.364,0.683,87.692,2021 vs 2022
elamisluba elamisloa viisa,0.411,0.738,79.721,2021 vs 2022
piirivalve valvamise valvamine,0.317,0.609,92.202,2021 vs 2022
vaikesaarte saarte pusiasustusega,0.094,0.277,194.855,2021 vs 2022
kaasne lisakulutusi riigieelarvele,0.106,0.277,162.093,2021 vs 2022
rahapesu terrorismi andmeburoo,0.094,0.258,175.198,2021 vs 2022
direktiivi direktiiv ulevotmise,0.762,1.107,45.159,2021 vs 2022
piima toorpiima toodangut,0.152,0.332,117.739,2021 vs 2022
tarbijakaitse amet ametile,0.364,0.609,67.401,2021 vs 2022
kusija vastaja vastasin,0.129,0.277,114.44,2021 vs 2022
keskkonnaameti uhendamine uhendamise,0.106,0.24,127.147,2021 vs 2022
talupidajate kaubanduskoja kaubanduskoda,0.023,0.111,371.768,2021 vs 2022
vagivalla naistevastase perevagivalla,0.023,0.111,371.768,2021 vs 2022
puude raskusastme puuet,0.164,0.314,90.954,2021 vs 2022
vanemahuvitist vanemahuvitise vanemahuvitis,0.164,0.314,90.954,2021 vs 2022
normitehnika mojude eeskiri,0.235,0.406,72.981,2021 vs 2022
teenuseid teenused teenust,0.07,0.166,135.884,2021 vs 2022
eripensioni valjateenitud staazi,0.07,0.166,135.884,2021 vs 2022
abipolitseinik abipolitseiniku abipolitseinike,0.023,0.092,293.14,2021 vs 2022
kaitseliit kaitseliidule kaitseliidu,0.809,1.051,29.907,2021 vs 2022
riigiloivude riigiloivud riigiloivu,0.094,0.184,96.57,2021 vs 2022
piirilepingu piirileping piirilepingut,0.727,0.941,29.356,2021 vs 2022
toovoimereformi toovoimega toovoimereform,0.082,0.166,102.186,2021 vs 2022
ajakirjandus ajakirjanduse ajakirjandust,0.27,0.406,50.419,2021 vs 2022
valismaale valjarande valjaranne,0.152,0.258,69.352,2021 vs 2022
mes maale maaelu,0.141,0.24,70.361,2021 vs 2022
tulubaasi tasandusfondi tulumaksuosa,0.129,0.221,71.552,2021 vs 2022
matusetoetust matusetoetus matusetoetuse,0.012,0.055,371.768,2021 vs 2022
laari laar kandidatuuri,0.012,0.055,371.768,2021 vs 2022
tantsupeo laulu traditsiooni,0.082,0.148,79.721,2021 vs 2022
konkurss konkursi konkurssi,0.07,0.129,83.465,2021 vs 2022
volakirjade keskpank volakirju,0.282,0.387,37.599,2021 vs 2022
iive sundimus iibe,0.235,0.332,41.53,2021 vs 2022
aituma infotundi jahimehed,0.129,0.203,57.256,2021 vs 2022
apteeke apteegid apteekide,0.129,0.203,57.256,2021 vs 2022
ulejaagis struktuurses struktuurse,0.516,0.646,25.09,2021 vs 2022
planeeringu keskkonnamoju keskkonnamojude,0.047,0.092,96.57,2021 vs 2022
suuria euroopasse turgis,0.047,0.092,96.57,2021 vs 2022
tapsustatakse ajakohastatakse nouete,0.469,0.59,25.805,2021 vs 2022
seksuaalse vangistusega vaarkohtlemise,0.023,0.055,135.884,2021 vs 2022
sularaha kommertspangad pangad,0.023,0.055,135.884,2021 vs 2022
huvigruppe huvigruppide kaasatud,0.798,0.941,17.942,2021 vs 2022
poolte kokkuleppel huvitise,0.094,0.148,57.256,2021 vs 2022
post posti omniva,0.012,0.037,214.512,2021 vs 2022
kinnisasja maad maa,0.317,0.406,28.134,2021 vs 2022
toonadalal istungid taiendaval,1.9,2.084,9.691,2021 vs 2022
ulikooliga kbfi instituudi,0.07,0.111,57.256,2021 vs 2022
korteriuhistu korteriomanike korteriuhistute,0.059,0.092,57.256,2021 vs 2022
lipud lippude lipp,0.059,0.092,57.256,2021 vs 2022
liiklussurmade liikluses hukkunute,0.106,0.148,39.783,2021 vs 2022
humni humn laulda,0.106,0.148,39.783,2021 vs 2022
pealinnast tallinnast viljandisse,0.188,0.24,27.77,2021 vs 2022
kulukuse krediidi kiirlaenude,0.0,0.092,78527.927,2021 vs 2022
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.074,62802.342,2021 vs 2022
lisaeelarve lisaeelarves lisaeelarvega,0.762,0.849,11.289,2021 vs 2022
pensionifondide pensionifondid fondid,0.129,0.166,28.664,2021 vs 2022
ooteala piiriuletuse piiripunkti,0.0,0.055,47076.756,2021 vs 2022
aardla pria pealtnagija,0.0,0.037,31351.171,2021 vs 2022
leping ratifitseerida lepinguga,0.27,0.314,16.233,2021 vs 2022
valitsemisalade katteallikaks riigieelarves,0.0,0.018,15625.585,2021 vs 2022
domeenide domeeni interneti,0.023,0.037,57.256,2021 vs 2022
voidusamba vabadussoja uurimiskomisjon,0.023,0.037,57.256,2021 vs 2022
kolledz kolledzi turi,0.023,0.037,57.256,2021 vs 2022
volitust kaasuses jarvik,0.07,0.092,31.047,2021 vs 2022
muundatud geneetiliselt gmo,0.059,0.074,25.805,2021 vs 2022
tsernoboli represseeritud oigusvastaselt,0.012,0.018,57.256,2021 vs 2022
hansson ardo panga,0.012,0.018,57.256,2021 vs 2022
lae korgepalgaliste lagi,0.012,0.018,57.256,2021 vs 2022
pensioniiga pensioniea eluiga,0.164,0.184,12.326,2021 vs 2022
ammendumiseni kaheni pikendada,0.434,0.461,6.254,2021 vs 2022
hooldekodus hoolduse hooldekodu,0.399,0.424,6.379,2021 vs 2022
kontrollin haaled kandidaadi,0.047,0.055,17.942,2021 vs 2022
fie fuusilisest isikust,0.082,0.092,12.326,2021 vs 2022
kandideerima ametikohale kandidaatide,0.152,0.166,8.869,2021 vs 2022
katteallikas katteallikaid katteallikat,0.246,0.258,4.837,2021 vs 2022
etv saateid pbk,0.375,0.387,3.199,2021 vs 2022
maavalitsuste maavalitsused maakonna,0.106,0.111,4.837,2021 vs 2022
soita jalakaija konniteel,0.598,0.609,1.754,2021 vs 2022
koneleja konsensuslikud repliigi,0.035,0.037,4.837,2021 vs 2022
louis freeh kremli,0.199,0.203,1.754,2021 vs 2022
ene ergma aplaus,0.0,0.0,57.256,2021 vs 2022
tervist tervis tervisega,0.164,0.166,1.093,2021 vs 2022
riigiabi komisjonilt loa,0.258,0.258,0.072,2021 vs 2022
eelarves riigieelarves reservist,1.126,1.125,-0.077,2021 vs 2022
maksuamet tolliamet tolliameti,0.223,0.221,-0.681,2021 vs 2022
rail trassi balticu,0.282,0.277,-1.715,2021 vs 2022
ootuse oigusparase oiguskindluse,0.059,0.055,-5.646,2021 vs 2022
joustumine joustuma joustada,0.622,0.609,-2.086,2021 vs 2022
jaatmeid liigiti prugi,0.211,0.203,-3.899,2021 vs 2022
kohtla jarve johvi,0.117,0.111,-5.646,2021 vs 2022
korrata stenogrammist vabandan,0.082,0.074,-10.14,2021 vs 2022
kantsler kantsleri riigisekretar,0.199,0.184,-7.497,2021 vs 2022
tootuna arvele ariuhingu,0.023,0.018,-21.372,2021 vs 2022
hambaravi hammaste hambad,0.023,0.018,-21.372,2021 vs 2022
kohanimenoukogu vonnu mulgi,0.023,0.018,-21.372,2021 vs 2022
magustatud suhkrut joogi,0.023,0.018,-21.372,2021 vs 2022
nord stream streami,0.164,0.148,-10.14,2021 vs 2022
koolituse koolitus koolitusele,0.047,0.037,-21.372,2021 vs 2022
oigusloome oigusloomes oiguspoliitika,0.047,0.037,-21.372,2021 vs 2022
varude varud varu,0.305,0.277,-9.275,2021 vs 2022
veb fondi uurimiskomisjon,0.07,0.055,-21.372,2021 vs 2022
tooandja tervisesse maksuvabalt,0.07,0.055,-21.372,2021 vs 2022
kontroll kohaloleku registreeris,0.07,0.055,-21.372,2021 vs 2022
lipu laevu kaubalaeva,0.352,0.314,-10.888,2021 vs 2022
lahususe voimude lahusus,0.293,0.258,-11.937,2021 vs 2022
pohiseadusega riigikohus oiguskantsler,0.704,0.646,-8.267,2021 vs 2022
kandidaati kandidaat valituks,0.117,0.092,-21.372,2021 vs 2022
kohtutaiturite kohtutaitur kohtutaituri,0.117,0.092,-21.372,2021 vs 2022
ametipalkade riigiteenijate korgemate,0.012,0.0,-98.427,2021 vs 2022
est kavatsuste for,0.012,0.0,-98.427,2021 vs 2022
arengufond arengufondi arengufondis,0.481,0.424,-11.783,2021 vs 2022
piirikontrolli schengeni valispiiri,0.223,0.184,-17.234,2021 vs 2022
koondaruande majandusaasta koondaruanne,0.023,0.0,-99.214,2021 vs 2022
omandireformi tagastatud omandireform,0.059,0.037,-37.098,2021 vs 2022
muraste kase kompleksi,0.035,0.018,-47.581,2021 vs 2022
estonian air airi,0.035,0.018,-47.581,2021 vs 2022
erso teatri kontserdi,0.035,0.018,-47.581,2021 vs 2022
oppelaenu sugava puudega,0.035,0.0,-99.476,2021 vs 2022
vallaga vald sauga,0.211,0.166,-21.372,2021 vs 2022
vaesuses suhtelises vaesuse,0.211,0.166,-21.372,2021 vs 2022
ts parvlaeva parvlaevad,0.106,0.074,-30.109,2021 vs 2022
teatri teater rahvusooper,0.047,0.0,-99.607,2021 vs 2022
energiaagentuur agentuuri agentuur,0.047,0.0,-99.607,2021 vs 2022
memorandumi moistmise memorandum,0.047,0.0,-99.607,2021 vs 2022
riigikontrolli auditi auditit,0.129,0.092,-28.52,2021 vs 2022
tootuli lepitaja ametiuhingute,0.059,0.0,-99.685,2021 vs 2022
hoone rkas hoonet,0.399,0.332,-16.747,2021 vs 2022
slovakkia ungari portugal,0.622,0.535,-13.954,2021 vs 2022
operatsioonil sojalisel panustamisel,0.082,0.0,-99.775,2021 vs 2022
muugimaksu muugimaks paadimaksu,0.106,0.0,-99.825,2021 vs 2022
riigikontrolor karis riigikontrolori,0.141,0.0,-99.869,2021 vs 2022
missiooni missioonile missioon,0.891,0.775,-13.095,2021 vs 2022
alkoholi kange lahja,0.493,0.406,-17.628,2021 vs 2022
kinnitamise paevakorra paevakord,0.352,0.277,-21.372,2021 vs 2022
majandusaasta koondaruanne raamatupidamise,0.211,0.0,-99.913,2021 vs 2022
ametiuhingute tooandjate keskliit,0.375,0.295,-21.372,2021 vs 2022
sigade katku katk,0.117,0.074,-37.098,2021 vs 2022
kusimusena tahtsa tahtsusega,0.141,0.092,-34.477,2021 vs 2022
ugri rahvaste polisrahvaste,0.141,0.092,-34.477,2021 vs 2022
samba sammas sambasse,0.164,0.111,-32.605,2021 vs 2022
noukogudesse ariuhingute noukogudes,0.188,0.129,-31.201,2021 vs 2022
eelarvele kulude riigieelarvele,0.188,0.129,-31.201,2021 vs 2022
palgatousu opetajate palgatous,0.891,0.756,-15.165,2021 vs 2022
kirik kiriku maarja,0.047,0.018,-60.686,2021 vs 2022
valdkonnad laekumisest fikseeritakse,0.704,0.0,-99.974,2021 vs 2022
hiv narkomaania epideemia,0.129,0.074,-42.816,2021 vs 2022
teenistuse teenistuses avalikus,0.199,0.129,-35.248,2021 vs 2022
kandidaadi kandidaati kandidaat,0.082,0.037,-55.07,2021 vs 2022
danske filiaali rahapesu,0.211,0.129,-38.845,2021 vs 2022
uuring uuringut uuringu,0.305,0.203,-33.469,2021 vs 2022
reklaami reklaam alkoholireklaam,0.117,0.055,-52.823,2021 vs 2022
tootuid tootute tootu,0.246,0.148,-40.093,2021 vs 2022
kutsehariduse kutseharidus kutsehariduses,0.293,0.184,-37.098,2021 vs 2022
elatisraha elatisabi elatise,0.07,0.018,-73.791,2021 vs 2022
taanis saksamaal hollandis,0.434,0.295,-31.997,2021 vs 2022
elektri elektrit taastuvenergia,4.176,3.745,-10.329,2021 vs 2022
virumaale virumaa toostusalade,0.868,0.664,-23.497,2021 vs 2022
skais arendused infosusteemide,0.106,0.037,-65.054,2021 vs 2022
rongi rongide rongid,0.082,0.018,-77.535,2021 vs 2022
koosoleku elektrooniline koosolekut,0.082,0.018,-77.535,2021 vs 2022
riigireformi riigireformist riigireform,0.141,0.055,-60.686,2021 vs 2022
riigimetsa majandamise noukokku,0.141,0.055,-60.686,2021 vs 2022
abielu kooselu samasooliste,0.27,0.148,-45.302,2021 vs 2022
valimisea valimisiga valimisoiguse,0.117,0.037,-68.549,2021 vs 2022
jahimehed jahimeeste jahti,0.094,0.018,-80.343,2021 vs 2022
rahvuse rahvust rahvusriik,0.809,0.572,-29.349,2021 vs 2022
karistuse karistus tingimisi,0.633,0.424,-33.021,2021 vs 2022
idapiiri piiririba valjaehitamine,0.258,0.129,-49.964,2021 vs 2022
haale valimispaeval valimiste,0.235,0.111,-52.823,2021 vs 2022
metsa metsade mets,1.314,0.978,-25.584,2021 vs 2022
riigipalgaliste riigisektoris koondada,0.223,0.092,-58.617,2021 vs 2022
teede teehoiuks teedele,0.223,0.092,-58.617,2021 vs 2022
treenerite spordi sport,0.328,0.166,-49.453,2021 vs 2022
salvestisi salvestised salvestiste,0.927,0.627,-32.32,2021 vs 2022
pensioni pension sammas,0.152,0.037,-75.807,2021 vs 2022
opositsioonis koalitsiooni opositsiooni,2.065,1.605,-22.266,2021 vs 2022
deklaratsiooni deklaratsioone deklaratsioonis,0.293,0.129,-55.968,2021 vs 2022
uhistranspordi uhistransport uhistransporti,0.293,0.129,-55.968,2021 vs 2022
teekasutustasu autode autod,0.129,0.018,-85.704,2021 vs 2022
haalte kandidaatidele haaletamisest,0.188,0.055,-70.515,2021 vs 2022
president ilves presidendi,0.141,0.018,-86.895,2021 vs 2022
valispoliitika valispoliitikas diplomaatia,0.633,0.369,-41.757,2021 vs 2022
valijate erakonda valijaid,0.387,0.184,-52.347,2021 vs 2022
jarviku jarvik maaeluministri,0.833,0.516,-37.984,2021 vs 2022
haaletamissedel haaletamiskasti sedeli,0.176,0.037,-79.033,2021 vs 2022
borsile ipo enefit,0.293,0.111,-62.259,2021 vs 2022
utah jordaania energia,0.164,0.018,-88.767,2021 vs 2022
jalitustegevuse jalitustoimingu sideandmete,0.164,0.018,-88.767,2021 vs 2022
muuseum muuseumi muuseumide,0.27,0.092,-65.814,2021 vs 2022
hoiu pangad pankade,0.246,0.074,-70.047,2021 vs 2022
oigusriik oigusriigi oigusriigist,0.493,0.24,-51.326,2021 vs 2022
liibanonis missioonil pikendamine,0.176,0.018,-89.516,2021 vs 2022
untso missioonide liikmesusest,0.199,0.037,-81.499,2021 vs 2022
kasvavad tuleval kasv,0.188,0.018,-90.172,2021 vs 2022
valimiskomisjon proteste valimiskasti,0.235,0.055,-76.412,2021 vs 2022
vagivallale vihakone ohutamine,1.607,1.107,-31.129,2021 vs 2022
id mobiil kaardi,0.469,0.203,-56.755,2021 vs 2022
miili baasvorgu lairiba,0.516,0.221,-57.112,2021 vs 2022
kaitsekulud kaitsekulutused kaitsekulude,0.504,0.203,-59.772,2021 vs 2022
maantee neljarealiseks ppp,0.282,0.055,-80.343,2021 vs 2022
annetus erjk annetuse,0.422,0.129,-69.422,2021 vs 2022
prokuratuur prokuratuuri prokuror,1.161,0.646,-44.404,2021 vs 2022
inimarengu aruanne aruandes,0.317,0.037,-88.351,2021 vs 2022
kodakondsust kodakondsuse kodanikuks,0.751,0.332,-55.772,2021 vs 2022
salastatud valisteabe riigisaladuse,0.692,0.277,-60.02,2021 vs 2022
hadaolukorda eriolukord eriolukorra,1.877,1.144,-39.063,2021 vs 2022
aasia aasias saatkonna,0.528,0.129,-75.538,2021 vs 2022
efsf esm kreekale,0.504,0.037,-92.686,2021 vs 2022
arengukavad arengukavade pohialuste,1.877,1.033,-44.96,2021 vs 2022
loomi loomade loomad,0.798,0.221,-72.249,2021 vs 2022
oiglase virumaale ulemineku,0.633,0.111,-82.527,2021 vs 2022
kohtunike kohtususteem kohtuniku,0.716,0.166,-76.798,2021 vs 2022
korruptsiooni korruptsioon korruptsiooniga,0.739,0.092,-87.519,2021 vs 2022
otsevalimise presidenti presidendi,1.079,0.277,-74.36,2021 vs 2022
objekti anu raua,1.032,0.055,-94.639,2021 vs 2022
